ID_Aluno,First_Name,Last_Name,Email,Gender,Age,Parent_Education_Level,Family_Income_Level
S3450,John,Jones,student2450@university.com,Male,18,Bachelor's,Medium
S3451,Maria,Williams,student2451@university.com,Male,18,High School,Low
S3452,Emma,Brown,student2452@university.com,Male,22,High School,High
S3453,John,Williams,student2453@university.com,Female,18,,Low
S3454,Ali,Jones,student2454@university.com,Female,20,,Low
S3455,Ahmed,Smith,student2455@university.com,Male,24,Bachelor's,Low
S3456,John,Jones,student2456@university.com,Female,18,Bachelor's,High
S3457,John,Davis,student2457@university.com,Female,21,,Medium
S3458,Ali,Smith,student2458@university.com,Male,24,Master's,Low
S3459,Sara,Davis,student2459@university.com,Male,18,Master's,Medium
S3460,Maria,Johnson,student2460@university.com,Female,24,PhD,Low
S3461,Emma,Jones,student2461@university.com,Male,19,PhD,Low
S3462,Omar,Jones,student2462@university.com,Male,20,Bachelor's,High
S3463,Sara,Brown,student2463@university.com,Female,20,,High
S3464,Ahmed,Williams,student2464@university.com,Female,24,Master's,High
S3465,John,Smith,student2465@university.com,Male,23,PhD,Low
S3466,Liam,Smith,student2466@university.com,Female,22,Master's,Medium
S3467,Ali,Brown,student2467@university.com,Male,21,Master's,Low
S3468,Ali,Brown,student2468@university.com,Male,24,Bachelor's,Medium
S3469,Liam,Williams,student2469@university.com,Female,20,PhD,High
S3470,Maria,Davis,student2470@university.com,Male,19,,Low
S3471,Sara,Williams,student2471@university.com,Male,18,,Medium
S3472,Omar,Jones,student2472@university.com,Male,20,,Medium
S3473,Maria,Davis,student2473@university.com,Female,19,Master's,Medium
S3474,Liam,Johnson,student2474@university.com,Female,18,Bachelor's,Low
S3475,John,Williams,student2475@university.com,Female,22,High School,Low
S3476,Liam,Brown,student2476@university.com,Male,20,,Medium
S3477,Maria,Davis,student2477@university.com,Male,20,PhD,Medium
S3478,Emma,Williams,student2478@university.com,Female,24,Master's,Medium
S3479,Ali,Smith,student2479@university.com,Female,24,Master's,Low
S3480,Ali,Johnson,student2480@university.com,Female,19,PhD,Low
S3481,Ahmed,Jones,student2481@university.com,Male,23,Master's,High
S3482,Ahmed,Smith,student2482@university.com,Female,24,Bachelor's,Low
S3483,Liam,Smith,student2483@university.com,Male,21,PhD,Medium
S3484,Omar,Johnson,student2484@university.com,Female,22,PhD,Medium
S3485,John,Jones,student2485@university.com,Male,21,,Low
S3486,Emma,Brown,student2486@university.com,Male,20,Master's,Medium
S3487,Sara,Davis,student2487@university.com,Female,21,,High
S3488,Maria,Jones,student2488@university.com,Male,18,Master's,Low
S3489,Omar,Williams,student2489@university.com,Female,22,High School,Medium
S3490,John,Smith,student2490@university.com,Male,21,PhD,Low
S3491,Ahmed,Williams,student2491@university.com,Male,18,,High
S3492,Liam,Brown,student2492@university.com,Female,19,,Low
S3493,Maria,Williams,student2493@university.com,Male,21,,Low
S3494,Ahmed,Jones,student2494@university.com,Female,22,,Low
S3495,Liam,Williams,student2495@university.com,Female,18,High School,Low
S3496,Maria,Brown,student2496@university.com,Female,21,PhD,Medium
S3497,Sara,Brown,student2497@university.com,Male,19,Bachelor's,Medium
S3498,John,Brown,student2498@university.com,Male,21,Master's,Medium
S3499,Maria,Jones,student2499@university.com,Male,18,PhD,High
S3500,Emma,Brown,student2500@university.com,Female,21,Master's,Low
S3501,Omar,Smith,student2501@university.com,Female,22,,Medium
S3502,Ali,Brown,student2502@university.com,Male,20,Bachelor's,Low
S3503,Emma,Williams,student2503@university.com,Male,18,Master's,Medium
S3504,Emma,Davis,student2504@university.com,Female,18,Master's,High
S3505,Omar,Williams,student2505@university.com,Male,18,Master's,High
S3506,Ali,Davis,student2506@university.com,Female,18,Bachelor's,Medium
S3507,Emma,Williams,student2507@university.com,Male,21,Bachelor's,High
S3508,Maria,Jones,student2508@university.com,Female,22,Bachelor's,Medium
S3509,Maria,Williams,student2509@university.com,Male,19,,High
S3510,Maria,Jones,student2510@university.com,Male,22,Master's,High
S3511,Ali,Jones,student2511@university.com,Female,18,PhD,Low
S3512,Emma,Brown,student2512@university.com,Female,23,,Medium
S3513,Liam,Smith,student2513@university.com,Female,21,,Low
S3514,Ali,Davis,student2514@university.com,Male,23,,Low
S3515,Maria,Brown,student2515@university.com,Female,21,Bachelor's,Medium
S3516,Omar,Brown,student2516@university.com,Female,18,,Low
S3517,Emma,Jones,student2517@university.com,Male,21,Master's,Low
S3518,Emma,Jones,student2518@university.com,Female,18,Bachelor's,Medium
S3519,Ahmed,Davis,student2519@university.com,Female,22,Master's,Low
S3520,Ahmed,Williams,student2520@university.com,Female,24,PhD,High
S3521,Sara,Williams,student2521@university.com,Male,20,,High
S3522,Liam,Brown,student2522@university.com,Male,21,Master's,High
S3523,Liam,Johnson,student2523@university.com,Male,18,,High
S3524,John,Johnson,student2524@university.com,Female,23,Bachelor's,Medium
S3525,Liam,Williams,student2525@university.com,Male,18,Master's,Medium
S3526,Ahmed,Johnson,student2526@university.com,Female,23,High School,Low
S3527,Ali,Williams,student2527@university.com,Female,21,Master's,Low
S3528,Liam,Jones,student2528@university.com,Female,19,,Medium
S3529,Ahmed,Brown,student2529@university.com,Male,23,Bachelor's,Medium
S3530,Sara,Smith,student2530@university.com,Male,18,,Low
S3531,Emma,Brown,student2531@university.com,Female,21,,Low
S3532,Liam,Williams,student2532@university.com,Female,18,,Low
S3533,Sara,Williams,student2533@university.com,Male,19,,Low
S3534,Emma,Brown,student2534@university.com,Male,20,,High
S3535,Omar,Davis,student2535@university.com,Male,24,Master's,Medium
S3536,Omar,Williams,student2536@university.com,Female,24,,Low
S3537,Emma,Johnson,student2537@university.com,Male,19,Bachelor's,Low
S3538,Liam,Johnson,student2538@university.com,Male,22,High School,Low
S3539,John,Williams,student2539@university.com,Male,21,High School,Medium
S3540,Ahmed,Williams,student2540@university.com,Female,19,Bachelor's,Low
S3541,Ali,Davis,student2541@university.com,Male,20,,Medium
S3542,Ali,Johnson,student2542@university.com,Female,18,PhD,Medium
S3543,Maria,Williams,student2543@university.com,Female,21,High School,Low
S3544,Emma,Williams,student2544@university.com,Female,23,Master's,Medium
S3545,Ali,Davis,student2545@university.com,Male,19,High School,Medium
S3546,Liam,Davis,student2546@university.com,Male,20,PhD,High
S3547,John,Brown,student2547@university.com,Male,19,Bachelor's,Medium
S3548,Emma,Davis,student2548@university.com,Female,22,,Medium
S3549,John,Smith,student2549@university.com,Male,24,,Medium
S3550,Liam,Johnson,student2550@university.com,Female,24,Bachelor's,Low
S3551,Ali,Brown,student2551@university.com,Male,21,,High
S3552,Ali,Smith,student2552@university.com,Male,18,Bachelor's,Medium
S3553,Maria,Williams,student2553@university.com,Male,20,Bachelor's,Medium
S3554,Ali,Williams,student2554@university.com,Male,19,High School,Medium
S3555,Emma,Brown,student2555@university.com,Female,21,Master's,Low
S3556,Liam,Davis,student2556@university.com,Female,19,,High
S3557,Omar,Williams,student2557@university.com,Female,21,High School,High
S3558,Liam,Jones,student2558@university.com,Female,24,PhD,Low
S3559,Emma,Brown,student2559@university.com,Male,22,High School,Medium
S3560,Emma,Smith,student2560@university.com,Female,19,High School,Low
S3561,Maria,Brown,student2561@university.com,Female,22,Bachelor's,Low
S3562,Maria,Johnson,student2562@university.com,Female,23,Master's,Low
S3563,Ali,Davis,student2563@university.com,Male,23,High School,High
S3564,Sara,Davis,student2564@university.com,Female,24,,Medium
S3565,Liam,Brown,student2565@university.com,Female,20,Bachelor's,Medium
S3566,Liam,Williams,student2566@university.com,Male,22,High School,High
S3567,Sara,Williams,student2567@university.com,Male,21,,Medium
S3568,Maria,Jones,student2568@university.com,Female,20,,Low
S3569,Ali,Jones,student2569@university.com,Female,19,High School,Low
S3570,Sara,Davis,student2570@university.com,Male,19,,Low
S3571,Ali,Jones,student2571@university.com,Female,21,,Low
S3572,Ali,Smith,student2572@university.com,Male,18,PhD,High
S3573,Ali,Jones,student2573@university.com,Female,18,Bachelor's,Medium
S3574,Ahmed,Smith,student2574@university.com,Female,19,Master's,Low
S3575,Emma,Jones,student2575@university.com,Female,24,Master's,Medium
S3576,Ali,Davis,student2576@university.com,Female,24,High School,Low
S3577,Ahmed,Davis,student2577@university.com,Female,21,PhD,Low
S3578,Maria,Smith,student2578@university.com,Male,18,,Low
S3579,Sara,Brown,student2579@university.com,Male,22,High School,High
S3580,Emma,Davis,student2580@university.com,Female,19,Bachelor's,Low
S3581,Omar,Brown,student2581@university.com,Female,23,Master's,High
S3582,Sara,Williams,student2582@university.com,Female,22,Master's,Medium
S3583,Emma,Smith,student2583@university.com,Male,21,,Medium
S3584,Omar,Davis,student2584@university.com,Male,23,,High
S3585,Sara,Johnson,student2585@university.com,Male,22,,Low
S3586,Emma,Williams,student2586@university.com,Male,18,Master's,High
S3587,Sara,Brown,student2587@university.com,Male,24,Bachelor's,Low
S3588,Sara,Davis,student2588@university.com,Male,18,PhD,High
S3589,Omar,Smith,student2589@university.com,Male,23,,High
S3590,Sara,Jones,student2590@university.com,Male,20,Master's,High
S3591,Sara,Johnson,student2591@university.com,Female,24,Master's,High
S3592,Omar,Brown,student2592@university.com,Male,19,High School,Low
S3593,Maria,Williams,student2593@university.com,Male,23,,High
S3594,Ali,Smith,student2594@university.com,Male,21,Master's,Low
S3595,Liam,Johnson,student2595@university.com,Male,19,Master's,Medium
S3596,John,Smith,student2596@university.com,Female,22,Master's,High
S3597,Ahmed,Davis,student2597@university.com,Male,24,,Low
S3598,John,Jones,student2598@university.com,Female,21,Master's,Low
S3599,John,Williams,student2599@university.com,Female,21,Master's,High
S3600,Emma,Smith,student2600@university.com,Female,18,High School,Low
S3601,Ali,Brown,student2601@university.com,Male,22,Bachelor's,Low
S3602,Emma,Davis,student2602@university.com,Male,18,PhD,Medium
S3603,Ali,Davis,student2603@university.com,Male,18,,High
S3604,Omar,Williams,student2604@university.com,Female,24,,High
S3605,Omar,Davis,student2605@university.com,Female,20,,Medium
S3606,Liam,Brown,student2606@university.com,Female,18,Bachelor's,Medium
S3607,Ali,Smith,student2607@university.com,Female,19,,High
S3608,Sara,Williams,student2608@university.com,Male,21,High School,Medium
S3609,Maria,Davis,student2609@university.com,Male,24,,Medium
S3610,Liam,Davis,student2610@university.com,Male,18,Bachelor's,Low
S3611,Liam,Brown,student2611@university.com,Female,23,,High
S3612,Sara,Jones,student2612@university.com,Female,19,High School,Medium
S3613,Maria,Jones,student2613@university.com,Male,22,Master's,Medium
S3614,Emma,Davis,student2614@university.com,Male,21,,Low
S3615,Maria,Smith,student2615@university.com,Female,24,Bachelor's,Medium
S3616,Emma,Williams,student2616@university.com,Male,23,,Medium
S3617,Omar,Davis,student2617@university.com,Male,24,High School,Low
S3618,John,Johnson,student2618@university.com,Female,24,,High
S3619,Omar,Williams,student2619@university.com,Female,23,Master's,High
S3620,Omar,Jones,student2620@university.com,Female,22,,Low
S3621,John,Davis,student2621@university.com,Male,23,,Low
S3622,Maria,Brown,student2622@university.com,Female,19,PhD,Low
S3623,Liam,Johnson,student2623@university.com,Male,24,,Medium
S3624,Maria,Davis,student2624@university.com,Male,22,High School,Medium
S3625,Emma,Smith,student2625@university.com,Female,24,Master's,Medium
S3626,Sara,Johnson,student2626@university.com,Male,23,Bachelor's,Low
S3627,Emma,Davis,student2627@university.com,Female,22,Master's,Low
S3628,Sara,Smith,student2628@university.com,Female,22,,Medium
S3629,Omar,Johnson,student2629@university.com,Male,18,High School,High
S3630,John,Smith,student2630@university.com,Male,18,PhD,High
S3631,Omar,Smith,student2631@university.com,Female,18,Bachelor's,Medium
S3632,Ali,Johnson,student2632@university.com,Female,23,High School,Low
S3633,Maria,Johnson,student2633@university.com,Female,21,High School,Low
S3634,Sara,Smith,student2634@university.com,Female,19,High School,Medium
S3635,Emma,Jones,student2635@university.com,Female,23,,Low
S3636,John,Johnson,student2636@university.com,Female,24,,Low
S3637,Sara,Davis,student2637@university.com,Male,18,PhD,High
S3638,Emma,Williams,student2638@university.com,Male,22,PhD,Low
S3639,Maria,Brown,student2639@university.com,Male,23,Bachelor's,High
S3640,Omar,Smith,student2640@university.com,Male,22,,Low
S3641,Maria,Smith,student2641@university.com,Female,24,Master's,Low
S3642,Ahmed,Brown,student2642@university.com,Male,22,PhD,Medium
S3643,Ali,Jones,student2643@university.com,Male,22,Master's,Low
S3644,Ahmed,Brown,student2644@university.com,Female,20,,High
S3645,John,Johnson,student2645@university.com,Male,21,High School,Medium
S3646,Sara,Brown,student2646@university.com,Female,19,High School,Medium
S3647,John,Smith,student2647@university.com,Female,19,PhD,Medium
S3648,Omar,Brown,student2648@university.com,Female,18,High School,High
S3649,Emma,Williams,student2649@university.com,Female,20,,High
S3650,Maria,Davis,student2650@university.com,Female,23,High School,Medium
S3651,Ahmed,Johnson,student2651@university.com,Male,23,,High
S3652,Liam,Brown,student2652@university.com,Male,19,,Medium
S3653,Ahmed,Smith,student2653@university.com,Male,21,,Medium
S3654,Omar,Davis,student2654@university.com,Female,22,High School,Low
S3655,Ahmed,Johnson,student2655@university.com,Male,24,,Low
S3656,Omar,Smith,student2656@university.com,Male,18,High School,Medium
S3657,Liam,Jones,student2657@university.com,Male,21,,Low
S3658,John,Williams,student2658@university.com,Male,19,Master's,Medium
S3659,Maria,Jones,student2659@university.com,Female,20,,Medium
S3660,Sara,Williams,student2660@university.com,Male,18,Master's,Low
S3661,Emma,Brown,student2661@university.com,Female,19,High School,Medium
S3662,Sara,Johnson,student2662@university.com,Female,23,,Medium
S3663,John,Brown,student2663@university.com,Male,18,PhD,Low
S3664,Emma,Williams,student2664@university.com,Female,19,,Low
S3665,Ahmed,Williams,student2665@university.com,Female,23,,Low
S3666,Liam,Williams,student2666@university.com,Female,24,,Medium
S3667,Liam,Davis,student2667@university.com,Female,23,Bachelor's,Medium
S3668,Ali,Smith,student2668@university.com,Female,22,PhD,Low
S3669,John,Johnson,student2669@university.com,Female,20,,Low
S3670,John,Brown,student2670@university.com,Female,22,,Low
S3671,Maria,Brown,student2671@university.com,Male,19,,High
S3672,Sara,Jones,student2672@university.com,Male,24,,Medium
S3673,John,Williams,student2673@university.com,Female,21,,Medium
S3674,John,Williams,student2674@university.com,Female,24,,Medium
S3675,Ahmed,Williams,student2675@university.com,Male,24,,Medium
S3676,Ahmed,Brown,student2676@university.com,Male,24,Master's,High
S3677,Emma,Jones,student2677@university.com,Male,22,Bachelor's,High
S3678,Omar,Smith,student2678@university.com,Male,21,PhD,Medium
S3679,Omar,Davis,student2679@university.com,Female,23,Master's,Low
S3680,Ali,Johnson,student2680@university.com,Female,19,,Medium
S3681,Omar,Smith,student2681@university.com,Male,20,PhD,Medium
S3682,Maria,Brown,student2682@university.com,Male,21,Master's,Low
S3683,Ali,Davis,student2683@university.com,Male,19,Bachelor's,Medium
S3684,Emma,Davis,student2684@university.com,Male,21,Master's,Low
S3685,Ahmed,Davis,student2685@university.com,Female,22,High School,Low
S3686,Omar,Williams,student2686@university.com,Male,19,,Low
S3687,Sara,Johnson,student2687@university.com,Male,22,Master's,Medium
S3688,Ahmed,Brown,student2688@university.com,Male,18,,Low
S3689,Liam,Brown,student2689@university.com,Female,19,,High
S3690,Maria,Davis,student2690@university.com,Female,21,High School,Low
S3691,Ahmed,Brown,student2691@university.com,Female,18,High School,Low
S3692,Maria,Johnson,student2692@university.com,Male,22,Master's,High
S3693,Maria,Johnson,student2693@university.com,Male,22,,Medium
S3694,Maria,Jones,student2694@university.com,Male,21,Master's,Low
S3695,Emma,Jones,student2695@university.com,Female,18,High School,Low
S3696,Maria,Smith,student2696@university.com,Female,24,,Low
S3697,Maria,Johnson,student2697@university.com,Male,23,Master's,Medium
S3698,Liam,Johnson,student2698@university.com,Male,20,,Medium
S3699,Sara,Johnson,student2699@university.com,Female,21,,Medium
S3700,Ali,Jones,student2700@university.com,Male,22,High School,Medium
S3701,John,Davis,student2701@university.com,Male,19,Master's,Low
S3702,Liam,Davis,student2702@university.com,Male,18,,High
S3703,Ali,Brown,student2703@university.com,Female,23,Master's,High
S3704,Maria,Davis,student2704@university.com,Male,20,,High
S3705,Sara,Williams,student2705@university.com,Male,19,,Medium
S3706,Ahmed,Jones,student2706@university.com,Male,18,Bachelor's,High
S3707,Sara,Johnson,student2707@university.com,Male,23,Master's,Medium
S3708,Liam,Davis,student2708@university.com,Female,21,,Medium
S3709,Maria,Jones,student2709@university.com,Female,23,High School,Medium
S3710,Sara,Davis,student2710@university.com,Female,21,,Medium
S3711,Omar,Smith,student2711@university.com,Male,24,,Medium
S3712,Sara,Johnson,student2712@university.com,Female,18,,Low
S3713,Maria,Smith,student2713@university.com,Male,23,PhD,Low
S3714,Emma,Johnson,student2714@university.com,Female,20,High School,High
S3715,Omar,Jones,student2715@university.com,Male,23,PhD,Low
S3716,Sara,Brown,student2716@university.com,Female,18,Bachelor's,Low
S3717,John,Davis,student2717@university.com,Female,19,Master's,Low
S3718,John,Davis,student2718@university.com,Female,19,,Low
S3719,Sara,Williams,student2719@university.com,Male,23,,Medium
S3720,Emma,Smith,student2720@university.com,Male,23,,Medium
S3721,Ahmed,Davis,student2721@university.com,Male,21,Bachelor's,Medium
S3722,Maria,Jones,student2722@university.com,Female,18,Bachelor's,Low
S3723,John,Brown,student2723@university.com,Male,21,High School,Low
S3724,Ahmed,Jones,student2724@university.com,Male,20,High School,Medium
S3725,Sara,Smith,student2725@university.com,Male,24,Master's,Low
S3726,Liam,Williams,student2726@university.com,Male,19,,High
S3727,Ahmed,Davis,student2727@university.com,Male,22,Master's,Medium
S3728,Omar,Jones,student2728@university.com,Male,22,PhD,Medium
S3729,Ali,Johnson,student2729@university.com,Female,18,High School,Low
S3730,John,Brown,student2730@university.com,Female,18,Master's,High
S3731,Sara,Jones,student2731@university.com,Male,22,Bachelor's,Medium
S3732,Liam,Brown,student2732@university.com,Female,18,,Medium
S3733,Maria,Davis,student2733@university.com,Female,19,High School,Medium
S3734,Liam,Johnson,student2734@university.com,Male,20,,High
S3735,Emma,Williams,student2735@university.com,Male,20,,Low
S3736,Omar,Williams,student2736@university.com,Female,21,Master's,Low
S3737,Sara,Johnson,student2737@university.com,Male,19,High School,Low
S3738,Maria,Brown,student2738@university.com,Female,24,PhD,Medium
S3739,Emma,Davis,student2739@university.com,Female,18,,Low
S3740,Emma,Jones,student2740@university.com,Female,18,PhD,Medium
S3741,Sara,Johnson,student2741@university.com,Male,24,Master's,Medium
S3742,Omar,Smith,student2742@university.com,Female,21,Master's,Medium
S3743,Ahmed,Brown,student2743@university.com,Male,21,,Medium
S3744,Ahmed,Williams,student2744@university.com,Male,18,Master's,Medium
S3745,Emma,Johnson,student2745@university.com,Male,18,PhD,High
S3746,Ahmed,Williams,student2746@university.com,Male,24,High School,Low
S3747,Ali,Brown,student2747@university.com,Male,19,PhD,Medium
S3748,Emma,Williams,student2748@university.com,Female,24,PhD,Medium
S3749,Emma,Johnson,student2749@university.com,Male,21,PhD,Low
S3750,Maria,Brown,student2750@university.com,Male,24,,Low
S3751,Ahmed,Smith,student2751@university.com,Male,24,Master's,High
S3752,Omar,Johnson,student2752@university.com,Male,24,PhD,Medium
S3753,Emma,Jones,student2753@university.com,Male,19,,Low
S3754,Liam,Davis,student2754@university.com,Female,23,Master's,High
S3755,Omar,Johnson,student2755@university.com,Male,18,High School,Medium
S3756,Ali,Brown,student2756@university.com,Male,22,High School,Medium
S3757,Maria,Davis,student2757@university.com,Female,24,PhD,Medium
S3758,Sara,Johnson,student2758@university.com,Male,22,,Low
S3759,Omar,Smith,student2759@university.com,Female,23,,Low
S3760,Emma,Smith,student2760@university.com,Female,18,High School,Low
S3761,Ali,Jones,student2761@university.com,Female,21,High School,Low
S3762,John,Williams,student2762@university.com,Female,22,High School,High
S3763,Ali,Davis,student2763@university.com,Male,21,Bachelor's,Low
S3764,Ali,Brown,student2764@university.com,Male,22,PhD,Low
S3765,Maria,Brown,student2765@university.com,Female,21,,Medium
S3766,Sara,Williams,student2766@university.com,Female,24,Master's,High
S3767,John,Smith,student2767@university.com,Male,22,,Low
S3768,Ahmed,Smith,student2768@university.com,Female,21,,High
S3769,Ahmed,Johnson,student2769@university.com,Female,23,Bachelor's,Low
S3770,Omar,Jones,student2770@university.com,Female,19,High School,Low
S3771,Ali,Davis,student2771@university.com,Male,21,,Medium
S3772,Liam,Jones,student2772@university.com,Female,19,High School,Low
S3773,Maria,Jones,student2773@university.com,Male,19,PhD,High
S3774,Liam,Johnson,student2774@university.com,Male,18,,High
S3775,Maria,Jones,student2775@university.com,Male,24,,Medium
S3776,Ahmed,Williams,student2776@university.com,Female,23,PhD,Low
S3777,Omar,Johnson,student2777@university.com,Female,19,,Low
S3778,Omar,Williams,student2778@university.com,Male,20,,Medium
S3779,Omar,Johnson,student2779@university.com,Male,24,Bachelor's,Low
S3780,John,Jones,student2780@university.com,Male,19,,Medium
S3781,Sara,Williams,student2781@university.com,Female,21,PhD,Low
S3782,John,Williams,student2782@university.com,Female,19,PhD,Medium
S3783,Emma,Williams,student2783@university.com,Male,21,Master's,Low
S3784,Emma,Johnson,student2784@university.com,Male,21,High School,Low
S3785,Liam,Brown,student2785@university.com,Female,20,PhD,Medium
S3786,Sara,Jones,student2786@university.com,Male,19,Master's,Medium
S3787,Ahmed,Williams,student2787@university.com,Female,19,,Medium
S3788,Sara,Davis,student2788@university.com,Female,22,Bachelor's,Low
S3789,Maria,Brown,student2789@university.com,Male,24,PhD,Low
S3790,Emma,Davis,student2790@university.com,Male,22,Master's,Low
S3791,Ali,Jones,student2791@university.com,Female,18,PhD,Medium
S3792,Ali,Jones,student2792@university.com,Female,21,High School,Low
S3793,Ahmed,Williams,student2793@university.com,Female,20,PhD,High
S3794,Maria,Williams,student2794@university.com,Female,22,PhD,High
S3795,Liam,Johnson,student2795@university.com,Female,19,High School,High
S3796,John,Brown,student2796@university.com,Male,18,PhD,High
S3797,Maria,Brown,student2797@university.com,Female,20,High School,Medium
S3798,Ali,Williams,student2798@university.com,Female,23,Master's,High
S3799,Ali,Jones,student2799@university.com,Female,19,,Medium
S3800,Liam,Williams,student2800@university.com,Male,19,Bachelor's,Low
S3801,Emma,Jones,student2801@university.com,Male,23,,Medium
S3802,Maria,Jones,student2802@university.com,Female,21,,Medium
S3803,Maria,Williams,student2803@university.com,Female,21,,Low
S3804,Ali,Smith,student2804@university.com,Male,22,Bachelor's,Medium
S3805,John,Brown,student2805@university.com,Male,22,,High
S3806,Ahmed,Davis,student2806@university.com,Male,19,PhD,Medium
S3807,Omar,Jones,student2807@university.com,Male,24,Master's,Medium
S3808,Ahmed,Jones,student2808@university.com,Female,19,High School,Medium
S3809,Maria,Smith,student2809@university.com,Male,22,Master's,Medium
S3810,Ahmed,Davis,student2810@university.com,Female,23,,Low
S3811,Ali,Johnson,student2811@university.com,Female,22,,Medium
S3812,Ali,Smith,student2812@university.com,Male,19,PhD,Low
S3813,Liam,Davis,student2813@university.com,Male,20,Bachelor's,Low
S3814,Maria,Smith,student2814@university.com,Male,19,High School,High
S3815,Liam,Jones,student2815@university.com,Male,20,PhD,Low
S3816,Maria,Brown,student2816@university.com,Female,20,Bachelor's,High
S3817,Omar,Smith,student2817@university.com,Female,19,PhD,High
S3818,Omar,Johnson,student2818@university.com,Female,24,,Low
S3819,Emma,Williams,student2819@university.com,Male,24,PhD,High
S3820,Maria,Davis,student2820@university.com,Female,18,,Medium
S3821,John,Smith,student2821@university.com,Male,22,Master's,Low
S3822,Ahmed,Smith,student2822@university.com,Female,24,,Medium
S3823,Maria,Johnson,student2823@university.com,Male,21,,High
S3824,Sara,Brown,student2824@university.com,Female,19,,Medium
S3825,Emma,Smith,student2825@university.com,Female,20,PhD,Medium
S3826,Sara,Smith,student2826@university.com,Male,19,High School,Low
S3827,Ali,Brown,student2827@university.com,Female,22,,Medium
S3828,Omar,Johnson,student2828@university.com,Female,23,Bachelor's,Low
S3829,Ahmed,Davis,student2829@university.com,Male,24,PhD,Low
S3830,Maria,Davis,student2830@university.com,Male,24,High School,Medium
S3831,Sara,Smith,student2831@university.com,Male,24,High School,Medium
S3832,Ahmed,Brown,student2832@university.com,Male,20,PhD,Low
S3833,Ali,Smith,student2833@university.com,Male,21,,Medium
S3834,Omar,Williams,student2834@university.com,Female,21,Master's,Low
S3835,John,Davis,student2835@university.com,Male,24,PhD,Medium
S3836,Emma,Jones,student2836@university.com,Female,21,High School,Medium
S3837,Ahmed,Williams,student2837@university.com,Female,23,,Medium
S3838,Ahmed,Smith,student2838@university.com,Male,24,High School,Medium
S3839,John,Johnson,student2839@university.com,Female,18,,Low
S3840,Ahmed,Davis,student2840@university.com,Female,20,Master's,Medium
S3841,Ali,Jones,student2841@university.com,Male,23,PhD,High
S3842,Ali,Williams,student2842@university.com,Female,20,PhD,High
S3843,John,Davis,student2843@university.com,Male,24,Bachelor's,Medium
S3844,Emma,Brown,student2844@university.com,Male,23,Master's,High
S3845,Maria,Johnson,student2845@university.com,Male,24,Bachelor's,Medium
S3846,Sara,Williams,student2846@university.com,Female,23,PhD,Low
S3847,Maria,Brown,student2847@university.com,Female,24,Bachelor's,Medium
S3848,Ahmed,Smith,student2848@university.com,Female,18,Master's,High
S3849,Sara,Brown,student2849@university.com,Female,20,PhD,Low
S3850,Liam,Williams,student2850@university.com,Male,23,High School,Low
S3851,John,Williams,student2851@university.com,Female,18,PhD,High
S3852,John,Smith,student2852@university.com,Male,19,Bachelor's,Medium
S3853,Emma,Brown,student2853@university.com,Female,24,Bachelor's,Low
S3854,Sara,Brown,student2854@university.com,Female,22,PhD,Medium
S3855,Ali,Smith,student2855@university.com,Female,23,,Low
S3856,Sara,Brown,student2856@university.com,Female,21,,Low
S3857,Ahmed,Davis,student2857@university.com,Female,18,,Low
S3858,Ali,Smith,student2858@university.com,Male,18,High School,Low
S3859,Omar,Johnson,student2859@university.com,Female,23,High School,Medium
S3860,Omar,Williams,student2860@university.com,Female,18,High School,Low
S3861,Liam,Johnson,student2861@university.com,Female,19,PhD,High
S3862,Omar,Davis,student2862@university.com,Female,18,,Medium
S3863,John,Davis,student2863@university.com,Male,22,Master's,Low
S3864,Sara,Jones,student2864@university.com,Female,22,,Low
S3865,Omar,Jones,student2865@university.com,Male,24,Master's,High
S3866,Maria,Jones,student2866@university.com,Female,24,,Medium
S3867,Emma,Smith,student2867@university.com,Male,21,Bachelor's,Medium
S3868,Maria,Brown,student2868@university.com,Male,19,Master's,Low
S3869,Omar,Davis,student2869@university.com,Male,22,PhD,Low
S3870,Liam,Johnson,student2870@university.com,Male,23,Bachelor's,Medium
S3871,Emma,Johnson,student2871@university.com,Male,20,Master's,Medium
S3872,Ahmed,Johnson,student2872@university.com,Female,20,Bachelor's,High
S3873,Maria,Johnson,student2873@university.com,Male,20,Bachelor's,High
S3874,Liam,Jones,student2874@university.com,Female,24,,Low
S3875,Sara,Johnson,student2875@university.com,Male,23,,High
S3876,Sara,Brown,student2876@university.com,Male,18,,High
S3877,Maria,Jones,student2877@university.com,Female,23,PhD,Medium
S3878,Omar,Johnson,student2878@university.com,Male,18,High School,Low
S3879,Liam,Smith,student2879@university.com,Male,20,,Low
S3880,Sara,Williams,student2880@university.com,Male,21,,Low
S3881,Ahmed,Williams,student2881@university.com,Male,21,PhD,Low
S3882,Ali,Williams,student2882@university.com,Female,18,High School,High
S3883,Omar,Jones,student2883@university.com,Male,20,PhD,High
S3884,Liam,Johnson,student2884@university.com,Male,23,Bachelor's,Medium
S3885,Ahmed,Davis,student2885@university.com,Female,21,PhD,Medium
S3886,Liam,Davis,student2886@university.com,Female,18,,Medium
S3887,Emma,Davis,student2887@university.com,Male,23,Master's,Medium
S3888,Ahmed,Jones,student2888@university.com,Male,20,,Medium
S3889,Omar,Brown,student2889@university.com,Female,19,PhD,Low
S3890,Emma,Smith,student2890@university.com,Male,20,Bachelor's,Medium
